"","Date","dinflow","Alt"
"118",1931-07-31,"4639.2158395902552","EXP1 090623"
"119",1931-08-31,"4063.9972765784159","EXP1 090623"
"120",1931-09-30,"4109.8577875202818","EXP1 090623"
"121",1931-10-31,"2862.6198057151682","EXP1 090623"
"122",1931-11-30,"5855.3851129649474","EXP1 090623"
"123",1931-12-31,"39005.387398099287","EXP1 090623"
"124",1932-01-31,"36626.871880977807","EXP1 090623"
"125",1932-02-29,"38695.717858739801","EXP1 090623"
"126",1932-03-31,"27555.969204218232","EXP1 090623"
"127",1932-04-30,"28547.251475107489","EXP1 090623"
"128",1932-05-31,"29089.14673130809","EXP1 090623"
"129",1932-06-30,"8035.0713741990994","EXP1 090623"
"130",1932-07-31,"4802.2688680495739","EXP1 090623"
"131",1932-08-31,"4065.4289369422922","EXP1 090623"
"132",1932-09-30,"5642.9027350780088","EXP1 090623"
"133",1932-10-31,"3794.1014476736195","EXP1 090623"
"134",1932-11-30,"4615.134217410673","EXP1 090623"
"135",1932-12-31,"11209.91442481052","EXP1 090623"
"136",1933-01-31,"19836.822539024659","EXP1 090623"
"137",1933-02-28,"19850.638111726777","EXP1 090623"
"138",1933-03-31,"22752.764762294184","EXP1 090623"
"139",1933-04-30,"14338.784487951878","EXP1 090623"
"140",1933-05-31,"13394.244559009796","EXP1 090623"
"141",1933-06-30,"4459.930976708818","EXP1 090623"
"142",1933-07-31,"4631.7360530453716","EXP1 090623"
"143",1933-08-31,"4063.9972765784159","EXP1 090623"
"144",1933-09-30,"5422.6025517361559","EXP1 090623"
"145",1933-10-31,"3938.5951168234569","EXP1 090623"
"146",1933-11-30,"5198.0710788225333","EXP1 090623"
"147",1933-12-31,"22836.79075478901","EXP1 090623"
"148",1934-01-31,"28508.703980847728","EXP1 090623"
"149",1934-02-28,"30228.134460154786","EXP1 090623"
"150",1934-03-31,"23065.592468414809","EXP1 090623"
"151",1934-04-30,"12620.471872674392","EXP1 090623"
"152",1934-05-31,"5323.0293046151683","EXP1 090623"
"153",1934-06-30,"3905.6194937966357","EXP1 090623"
"154",1934-07-31,"4639.2158395902634","EXP1 090623"
"155",1934-08-31,"4063.9972765784159","EXP1 090623"
"156",1934-09-30,"4174.4675404619393","EXP1 090623"
"157",1934-10-31,"2499.1496888351853","EXP1 090623"
"158",1934-11-30,"13468.577918116731","EXP1 090623"
"159",1934-12-31,"12820.682081013158","EXP1 090623"
"160",1935-01-31,"49266.344542633291","EXP1 090623"
"161",1935-02-28,"29610.212673695591","EXP1 090623"
"162",1935-03-31,"45223.470243322896","EXP1 090623"
"163",1935-04-30,"93017.740621988021","EXP1 090623"
"164",1935-05-31,"28077.235731015091","EXP1 090623"
"165",1935-06-30,"9575.2620225460596","EXP1 090623"
"166",1935-07-31,"4830.8335743477746","EXP1 090623"
"167",1935-08-31,"4218.4914904599154","EXP1 090623"
"168",1935-09-30,"6105.8486808529715","EXP1 090623"
"169",1935-10-31,"6185.6407760134753","EXP1 090623"
"170",1935-11-30,"6502.3511067061108","EXP1 090623"
"171",1935-12-31,"10525.291509564886","EXP1 090623"
"172",1936-01-31,"67001.164349096405","EXP1 090623"
"173",1936-02-29,"142667.64661717293","EXP1 090623"
"174",1936-03-31,"56407.669796977912","EXP1 090623"
"175",1936-04-30,"49176.127564619797","EXP1 090623"
"176",1936-05-31,"19161.590543616916","EXP1 090623"
"177",1936-06-30,"11215.325998484772","EXP1 090623"
"178",1936-07-31,"4856.4972840598475","EXP1 090623"
"179",1936-08-31,"4266.6459633259028","EXP1 090623"
"180",1936-09-30,"6790.3667893432857","EXP1 090623"
"181",1936-10-31,"4646.4912578988688","EXP1 090623"
"182",1936-11-30,"5011.2030798215756","EXP1 090623"
"183",1936-12-31,"10186.024013402943","EXP1 090623"
"184",1937-01-31,"17043.737139639361","EXP1 090623"
"185",1937-02-28,"81958.677904725133","EXP1 090623"
"186",1937-03-31,"76423.400334286576","EXP1 090623"
"187",1937-04-30,"52642.254697276083","EXP1 090623"
"188",1937-05-31,"30506.639260721229","EXP1 090623"
"189",1937-06-30,"11331.688091976406","EXP1 090623"
"190",1937-07-31,"4812.2865303411036","EXP1 090623"
"191",1937-08-31,"4297.0274100188799","EXP1 090623"
"192",1937-09-30,"7046.376955730525","EXP1 090623"
"193",1937-10-31,"7404.3710111635519","EXP1 090623"
"194",1937-11-30,"38064.978317747125","EXP1 090623"
"195",1937-12-31,"101646.09687765202","EXP1 090623"
"196",1938-01-31,"48686.65119396567","EXP1 090623"
"197",1938-02-28,"195386.87161709333","EXP1 090623"
"198",1938-03-31,"209879.69735067413","EXP1 090623"
"199",1938-04-30,"97315.149067613413","EXP1 090623"
"200",1938-05-31,"70348.824755295529","EXP1 090623"
"201",1938-06-30,"27691.333290807535","EXP1 090623"
"202",1938-07-31,"8338.7861858398719","EXP1 090623"
"203",1938-08-31,"7042.4490821036306","EXP1 090623"
"204",1938-09-30,"11729.405190560108","EXP1 090623"
"205",1938-10-31,"11810.534619789361","EXP1 090623"
"206",1938-11-30,"9734.6849019790679","EXP1 090623"
"207",1938-12-31,"14626.925410572976","EXP1 090623"
"208",1939-01-31,"13289.434445081559","EXP1 090623"
"209",1939-02-28,"17512.14952164123","EXP1 090623"
"210",1939-03-31,"23414.367858226371","EXP1 090623"
"211",1939-04-30,"12919.545611508873","EXP1 090623"
"212",1939-05-31,"6628.762300746499","EXP1 090623"
"213",1939-06-30,"4218.5683106814977","EXP1 090623"
"214",1939-07-31,"4644.224346733843","EXP1 090623"
"215",1939-08-31,"3805.5593452266567","EXP1 090623"
"216",1939-09-30,"5213.2941650310022","EXP1 090623"
"217",1939-10-31,"3606.1784676264569","EXP1 090623"
"218",1939-11-30,"4041.5130980161166","EXP1 090623"
"219",1939-12-31,"11515.812898839537","EXP1 090623"
"220",1940-01-31,"67754.597442137718","EXP1 090623"
"221",1940-02-29,"118812.56147785038","EXP1 090623"
"222",1940-03-31,"132017.10315816733","EXP1 090623"
"223",1940-04-30,"74352.418331390596","EXP1 090623"
"224",1940-05-31,"20268.864368813312","EXP1 090623"
"225",1940-06-30,"7045.9691531989747","EXP1 090623"
"226",1940-07-31,"4852.3598289251659","EXP1 090623"
"227",1940-08-31,"4297.9336251832656","EXP1 090623"
"228",1940-09-30,"7021.1074255500098","EXP1 090623"
"229",1940-10-31,"8119.1892145790098","EXP1 090623"
"230",1940-11-30,"11197.547342234568","EXP1 090623"
"231",1940-12-31,"80227.608987529908","EXP1 090623"
"232",1941-01-31,"116577.75584143563","EXP1 090623"
"233",1941-02-28,"149084.22021869945","EXP1 090623"
"234",1941-03-31,"112807.21725980859","EXP1 090623"
"235",1941-04-30,"106140.72861499635","EXP1 090623"
"236",1941-05-31,"53514.691973479465","EXP1 090623"
"237",1941-06-30,"21168.185161637895","EXP1 090623"
"238",1941-07-31,"6690.7645221393486","EXP1 090623"
"239",1941-08-31,"5877.1067000780113","EXP1 090623"
"240",1941-09-30,"11604.76537614534","EXP1 090623"
"241",1941-10-31,"10754.154177379954","EXP1 090623"
"242",1941-11-30,"11768.904782027761","EXP1 090623"
"243",1941-12-31,"79287.226205663246","EXP1 090623"
"244",1942-01-31,"100768.39888386849","EXP1 090623"
"245",1942-02-28,"170806.28786086658","EXP1 090623"
"246",1942-03-31,"47875.510248486942","EXP1 090623"
"247",1942-04-30,"71207.22346675022","EXP1 090623"
"248",1942-05-31,"53356.756352242555","EXP1 090623"
"249",1942-06-30,"22067.053021261385","EXP1 090623"
"250",1942-07-31,"7045.924204256019","EXP1 090623"
"251",1942-08-31,"5928.4474711900903","EXP1 090623"
"252",1942-09-30,"11050.691533571544","EXP1 090623"
"253",1942-10-31,"9420.4158113943995","EXP1 090623"
"254",1942-11-30,"18206.594918194878","EXP1 090623"
"255",1942-12-31,"36486.066480590256","EXP1 090623"
"256",1943-01-31,"108119.40419850087","EXP1 090623"
"257",1943-02-28,"79696.820658701952","EXP1 090623"
"258",1943-03-31,"111219.68048273832","EXP1 090623"
"259",1943-04-30,"53321.717430419994","EXP1 090623"
"260",1943-05-31,"20800.159450315274","EXP1 090623"
"261",1943-06-30,"10063.08805960171","EXP1 090623"
"262",1943-07-31,"4739.5485325703639","EXP1 090623"
"263",1943-08-31,"4143.8296454176016","EXP1 090623"
"264",1943-09-30,"7661.604973027911","EXP1 090623"
"265",1943-10-31,"7664.2958062634698","EXP1 090623"
"266",1943-11-30,"7781.2164164936239","EXP1 090623"
"267",1943-12-31,"11211.254601982311","EXP1 090623"
"268",1944-01-31,"15783.123600091012","EXP1 090623"
"269",1944-02-29,"41096.361628915758","EXP1 090623"
"270",1944-03-31,"36351.751032394692","EXP1 090623"
"271",1944-04-30,"21182.623476128905","EXP1 090623"
"272",1944-05-31,"13007.686232454578","EXP1 090623"
"273",1944-06-30,"8814.6231231482761","EXP1 090623"
"274",1944-07-31,"4564.9575483160224","EXP1 090623"
"275",1944-08-31,"3805.8236274470787","EXP1 090623"
"276",1944-09-30,"5501.2137715355511","EXP1 090623"
"277",1944-10-31,"4804.624756863951","EXP1 090623"
"278",1944-11-30,"20944.554460205163","EXP1 090623"
"279",1944-12-31,"28135.060542205025","EXP1 090623"
"280",1945-01-31,"19668.968669828933","EXP1 090623"
"281",1945-02-28,"94608.780338926968","EXP1 090623"
"282",1945-03-31,"45641.341048470298","EXP1 090623"
"283",1945-04-30,"30439.518411625588","EXP1 090623"
"284",1945-05-31,"22246.004761119391","EXP1 090623"
"285",1945-06-30,"10271.234729404905","EXP1 090623"
"286",1945-07-31,"4840.2429929774289","EXP1 090623"
"287",1945-08-31,"4150.4732093262455","EXP1 090623"
"288",1945-09-30,"6804.9212181216626","EXP1 090623"
"289",1945-10-31,"13272.080334169246","EXP1 090623"
"290",1945-11-30,"22932.513534301375","EXP1 090623"
"291",1945-12-31,"107752.14434444274","EXP1 090623"
"292",1946-01-31,"71523.263295892859","EXP1 090623"
"293",1946-02-28,"36641.380357873451","EXP1 090623"
"294",1946-03-31,"38357.729389703178","EXP1 090623"
"295",1946-04-30,"34766.111356922615","EXP1 090623"
"296",1946-05-31,"15199.473053381755","EXP1 090623"
"297",1946-06-30,"6707.032843885765","EXP1 090623"
"298",1946-07-31,"4792.1324964340547","EXP1 090623"
"299",1946-08-31,"4233.6922993038024","EXP1 090623"
"300",1946-09-30,"6818.4939068754975","EXP1 090623"
"301",1946-10-31,"6607.7329192955467","EXP1 090623"
"302",1946-11-30,"13466.330096228774","EXP1 090623"
"303",1946-12-31,"20698.899573261555","EXP1 090623"
"304",1947-01-31,"11453.638739832602","EXP1 090623"
"305",1947-02-28,"28729.74629323724","EXP1 090623"
"306",1947-03-31,"35830.083220292574","EXP1 090623"
"307",1947-04-30,"20385.533992067438","EXP1 090623"
"308",1947-05-31,"5891.7125427692254","EXP1 090623"
"309",1947-06-30,"4733.7707648141013","EXP1 090623"
"310",1947-07-31,"4840.2429929774289","EXP1 090623"
"311",1947-08-31,"3845.0156297796093","EXP1 090623"
"312",1947-09-30,"5008.9679806350232","EXP1 090623"
"313",1947-10-31,"11107.532220108107","EXP1 090623"
"314",1947-11-30,"9881.3490279466332","EXP1 090623"
"315",1947-12-31,"8397.5868552742249","EXP1 090623"
"316",1948-01-31,"27175.236238755293","EXP1 090623"
"317",1948-02-29,"14628.408039553247","EXP1 090623"
"318",1948-03-31,"27464.853112142551","EXP1 090623"
"319",1948-04-30,"65775.396655826829","EXP1 090623"
"320",1948-05-31,"41908.090069212849","EXP1 090623"
"321",1948-06-30,"16999.198739957712","EXP1 090623"
"322",1948-07-31,"4840.242992977428","EXP1 090623"
"323",1948-08-31,"4186.385968967903","EXP1 090623"
"324",1948-09-30,"7337.6997339021591","EXP1 090623"
"325",1948-10-31,"5718.55518429317","EXP1 090623"
"326",1948-11-30,"6990.4482137469386","EXP1 090623"
"327",1948-12-31,"14408.917469506896","EXP1 090623"
"328",1949-01-31,"11988.126367391675","EXP1 090623"
"329",1949-02-28,"21180.30873817829","EXP1 090623"
"330",1949-03-31,"67330.98316797553","EXP1 090623"
"331",1949-04-30,"26326.07292884454","EXP1 090623"
"332",1949-05-31,"14158.297612928141","EXP1 090623"
"333",1949-06-30,"4188.2605412504554","EXP1 090623"
"334",1949-07-31,"4832.7443365473428","EXP1 090623"
"335",1949-08-31,"4236.8251975330804","EXP1 090623"
"336",1949-09-30,"4964.6594887690781","EXP1 090623"
"337",1949-10-31,"3362.9210678565287","EXP1 090623"
"338",1949-11-30,"5376.239164977902","EXP1 090623"
"339",1949-12-31,"7209.6852782401365","EXP1 090623"
"340",1950-01-31,"42517.631128766741","EXP1 090623"
"341",1950-02-28,"65242.692490922193","EXP1 090623"
"342",1950-03-31,"36227.501375076434","EXP1 090623"
"343",1950-04-30,"37458.047718488531","EXP1 090623"
"344",1950-05-31,"18732.381737016767","EXP1 090623"
"345",1950-06-30,"8061.5243404179846","EXP1 090623"
"346",1950-07-31,"4840.242992977428","EXP1 090623"
"347",1950-08-31,"4199.181454172528","EXP1 090623"
"348",1950-09-30,"6171.3850670725524","EXP1 090623"
"349",1950-10-31,"18572.054374163261","EXP1 090623"
"350",1950-11-30,"71107.10912799697","EXP1 090623"
"351",1950-12-31,"140846.77883655878","EXP1 090623"
"352",1951-01-31,"95328.913042137894","EXP1 090623"
"353",1951-02-28,"87979.460054204101","EXP1 090623"
"354",1951-03-31,"51460.616857085857","EXP1 090623"
"355",1951-04-30,"22101.749550363464","EXP1 090623"
"356",1951-05-31,"21339.289101612085","EXP1 090623"
"357",1951-06-30,"6190.4536291755594","EXP1 090623"
"358",1951-07-31,"4826.696119213093","EXP1 090623"
"359",1951-08-31,"4092.093243586949","EXP1 090623"
"360",1951-09-30,"6420.0221752414582","EXP1 090623"
"361",1951-10-31,"10793.469998958819","EXP1 090623"
"362",1951-11-30,"17067.223491524957","EXP1 090623"
"363",1951-12-31,"73273.344823290332","EXP1 090623"
"364",1952-01-31,"126305.87650859878","EXP1 090623"
"365",1952-02-29,"111864.21513031046","EXP1 090623"
"366",1952-03-31,"99014.930549646131","EXP1 090623"
"367",1952-04-30,"82018.739142984996","EXP1 090623"
"368",1952-05-31,"71951.853698449719","EXP1 090623"
"369",1952-06-30,"34877.350139808434","EXP1 090623"
"370",1952-07-31,"9807.190914190458","EXP1 090623"
"371",1952-08-31,"8117.6566806283699","EXP1 090623"
"372",1952-09-30,"11879.598701106821","EXP1 090623"
"373",1952-10-31,"8177.0985988785887","EXP1 090623"
"374",1952-11-30,"9693.4731161098844","EXP1 090623"
"375",1952-12-31,"50619.808137827822","EXP1 090623"
"376",1953-01-31,"108661.93023985979","EXP1 090623"
"377",1953-02-28,"40096.999692976322","EXP1 090623"
"378",1953-03-31,"32659.909611002156","EXP1 090623"
"379",1953-04-30,"37211.833555935526","EXP1 090623"
"380",1953-05-31,"32869.56549720023","EXP1 090623"
"381",1953-06-30,"21763.779024794796","EXP1 090623"
"382",1953-07-31,"5470.166499128396","EXP1 090623"
"383",1953-08-31,"6331.1640512220283","EXP1 090623"
"384",1953-09-30,"9783.4901953302324","EXP1 090623"
"385",1953-10-31,"8179.2482374629262","EXP1 090623"
"386",1953-11-30,"13106.425593843762","EXP1 090623"
"387",1953-12-31,"13622.408442437203","EXP1 090623"
"388",1954-01-31,"39304.433996094049","EXP1 090623"
"389",1954-02-28,"64785.601980450774","EXP1 090623"
"390",1954-03-31,"57751.883585719705","EXP1 090623"
"391",1954-04-30,"55298.598156084379","EXP1 090623"
"392",1954-05-31,"17651.541305239014","EXP1 090623"
"393",1954-06-30,"9544.0672980205127","EXP1 090623"
"394",1954-07-31,"4352.0000911841798","EXP1 090623"
"395",1954-08-31,"4005.1596057497563","EXP1 090623"
"396",1954-09-30,"9090.9714993625403","EXP1 090623"
"397",1954-10-31,"7064.5308575240879","EXP1 090623"
"398",1954-11-30,"14993.049225930738","EXP1 090623"
"399",1954-12-31,"30046.29463165467","EXP1 090623"
"400",1955-01-31,"28272.057287882148","EXP1 090623"
"401",1955-02-28,"17790.755693893287","EXP1 090623"
"402",1955-03-31,"15994.251484507164","EXP1 090623"
"403",1955-04-30,"22095.295635443246","EXP1 090623"
"404",1955-05-31,"17140.60344796014","EXP1 090623"
"405",1955-06-30,"5887.3687387152249","EXP1 090623"
"406",1955-07-31,"4467.1687903803231","EXP1 090623"
"407",1955-08-31,"3806.0052845097603","EXP1 090623"
"408",1955-09-30,"6332.3305808570376","EXP1 090623"
"409",1955-10-31,"4406.4652716435203","EXP1 090623"
"410",1955-11-30,"8770.7082033590068","EXP1 090623"
"411",1955-12-31,"167093.58039819836","EXP1 090623"
"412",1956-01-31,"201445.17189836371","EXP1 090623"
"413",1956-02-29,"110873.57238601317","EXP1 090623"
"414",1956-03-31,"67781.677810207038","EXP1 090623"
"415",1956-04-30,"36959.357028967468","EXP1 090623"
"416",1956-05-31,"42465.086504095212","EXP1 090623"
"417",1956-06-30,"17396.029923096175","EXP1 090623"
"418",1956-07-31,"7108.8866619220498","EXP1 090623"
"419",1956-08-31,"5849.4058351260874","EXP1 090623"
"420",1956-09-30,"10579.526838573909","EXP1 090623"
"421",1956-10-31,"12910.368580576849","EXP1 090623"
"422",1956-11-30,"9203.8014998318722","EXP1 090623"
"423",1956-12-31,"9253.3122434569977","EXP1 090623"
"424",1957-01-31,"15807.345317073343","EXP1 090623"
"425",1957-02-28,"41138.659148709121","EXP1 090623"
"426",1957-03-31,"62119.640172551277","EXP1 090623"
"427",1957-04-30,"27371.134491743058","EXP1 090623"
"428",1957-05-31,"36196.106760880684","EXP1 090623"
"429",1957-06-30,"11921.269476531956","EXP1 090623"
"430",1957-07-31,"4842.3572709310329","EXP1 090623"
"431",1957-08-31,"4458.4338164912997","EXP1 090623"
"432",1957-09-30,"12243.66948848591","EXP1 090623"
"433",1957-10-31,"18642.438452802715","EXP1 090623"
"434",1957-11-30,"13102.802067763436","EXP1 090623"
"435",1957-12-31,"31396.887376126047","EXP1 090623"
"436",1958-01-31,"49776.097017777865","EXP1 090623"
"437",1958-02-28,"213938.10928451389","EXP1 090623"
"438",1958-03-31,"128396.55359724646","EXP1 090623"
"439",1958-04-30,"134143.91030728151","EXP1 090623"
"440",1958-05-31,"56312.726539031632","EXP1 090623"
"441",1958-06-30,"28455.770037982547","EXP1 090623"
"442",1958-07-31,"8812.2880464665268","EXP1 090623"
"443",1958-08-31,"8425.110804188067","EXP1 090623"
"444",1958-09-30,"13755.29167125039","EXP1 090623"
"445",1958-10-31,"10248.6432863153","EXP1 090623"
"446",1958-11-30,"10045.832464882611","EXP1 090623"
"447",1958-12-31,"10578.742644655202","EXP1 090623"
"448",1959-01-31,"38174.785914050677","EXP1 090623"
"449",1959-02-28,"71223.844856153737","EXP1 090623"
"450",1959-03-31,"31560.892830407698","EXP1 090623"
"451",1959-04-30,"18108.442512561407","EXP1 090623"
"452",1959-05-31,"8790.0669659444866","EXP1 090623"
"453",1959-06-30,"6491.7463216056467","EXP1 090623"
"454",1959-07-31,"4678.4289470875383","EXP1 090623"
"455",1959-08-31,"3798.2711808828667","EXP1 090623"
"456",1959-09-30,"13058.639376657242","EXP1 090623"
"457",1959-10-31,"5448.9123390069044","EXP1 090623"
"458",1959-11-30,"5600.091182275999","EXP1 090623"
"459",1959-12-31,"7913.5378470870819","EXP1 090623"
"460",1960-01-31,"16988.207052946695","EXP1 090623"
"461",1960-02-29,"65713.953633082056","EXP1 090623"
"462",1960-03-31,"48007.214758062029","EXP1 090623"
"463",1960-04-30,"22688.580326786199","EXP1 090623"
"464",1960-05-31,"14824.465850729575","EXP1 090623"
"465",1960-06-30,"4118.2631291592143","EXP1 090623"
"466",1960-07-31,"4814.3356731849508","EXP1 090623"
"467",1960-08-31,"4060.8990643949578","EXP1 090623"
"468",1960-09-30,"5008.6740052395999","EXP1 090623"
"469",1960-10-31,"5390.0952320112101","EXP1 090623"
"470",1960-11-30,"14295.146375413406","EXP1 090623"
"471",1960-12-31,"26872.483553242946","EXP1 090623"
"472",1961-01-31,"15219.547023052342","EXP1 090623"
"473",1961-02-28,"45703.270398360954","EXP1 090623"
"474",1961-03-31,"30826.825095165666","EXP1 090623"
"475",1961-04-30,"18778.398328930154","EXP1 090623"
"476",1961-05-31,"11868.091540574966","EXP1 090623"
"477",1961-06-30,"4083.2374239248738","EXP1 090623"
"478",1961-07-31,"4840.2429929774289","EXP1 090623"
"479",1961-08-31,"4124.506281139179","EXP1 090623"
"480",1961-09-30,"5532.4287225819344","EXP1 090623"
"481",1961-10-31,"4334.059018710479","EXP1 090623"
"482",1961-11-30,"8444.9651929179017","EXP1 090623"
"483",1961-12-31,"25078.501942433537","EXP1 090623"
"484",1962-01-31,"13921.226580467272","EXP1 090623"
"485",1962-02-28,"101609.17748268704","EXP1 090623"
"486",1962-03-31,"48178.88857733061","EXP1 090623"
"487",1962-04-30,"31049.963680509736","EXP1 090623"
"488",1962-05-31,"17671.09401345982","EXP1 090623"
"489",1962-06-30,"7647.9637869260187","EXP1 090623"
"490",1962-07-31,"4840.2429929774289","EXP1 090623"
"491",1962-08-31,"4106.2360475098994","EXP1 090623"
"492",1962-09-30,"6123.8997317609083","EXP1 090623"
